r,cm	e	O+	O2+	O3+	O4+	O-	O2-	O3-	O4-	O2[a]	O2[b]	O2[Hz]	O	O[1D]	O[1S]	O3	O2	Charge
0.535	9.16e+008	2.86e+006	7.40e+009	5.10e-247	2.32e+011	3.84e+010	5.30e+010	1.48e+011	8.50e-248	6.92e+014	3.75e+014	3.07e+012	2.51e+015	1.44e+010	6.02e+010	3.33e+014	1.52e+018	3.93e+008
0.540	9.69e+008	3.23e+006	8.07e+009	4.58e-244	2.38e+011	4.09e+010	5.43e+010	1.51e+011	7.21e-245	7.12e+014	3.87e+014	3.30e+012	2.58e+015	1.55e+010	6.47e+010	3.35e+014	1.51e+018	4.21e+008
0.545	1.03e+009	3.65e+006	8.81e+009	4.06e-241	2.45e+011	4.36e+010	5.56e+010	1.54e+011	6.05e-242	7.33e+014	4.01e+014	3.57e+012	2.66e+015	1.68e+010	6.96e+010	3.36e+014	1.51e+018	4.09e+008
0.550	1.09e+009	4.13e+006	9.65e+009	3.55e-238	2.52e+011	4.65e+010	5.70e+010	1.57e+011	5.01e-239	7.55e+014	4.15e+014	3.86e+012	2.75e+015	1.83e+010	7.50e+010	3.37e+014	1.51e+018	3.73e+008
0.555	1.16e+009	4.70e+006	1.06e+010	3.06e-235	2.59e+011	4.96e+010	5.85e+010	1.61e+011	4.09e-236	7.78e+014	4.31e+014	4.18e+012	2.84e+015	1.99e+010	8.09e+010	3.37e+014	1.51e+018	2.90e+008
0.560	1.24e+009	5.37e+006	1.16e+010	2.61e-232	2.67e+011	5.31e+010	6.00e+010	1.64e+011	3.30e-233	8.03e+014	4.47e+014	4.54e+012	2.93e+015	2.16e+010	8.73e+010	3.38e+014	1.50e+018	1.42e+008
0.565	1.33e+009	6.12e+006	1.28e+010	2.19e-229	2.75e+011	5.68e+010	6.16e+010	1.68e+011	2.63e-230	8.29e+014	4.65e+014	4.92e+012	3.03e+015	2.35e+010	9.42e+010	3.39e+014	1.50e+018	5.58e+007
0.570	1.43e+009	7.02e+006	1.41e+010	1.81e-226	2.83e+011	6.08e+010	6.33e+010	1.72e+011	2.06e-227	8.56e+014	4.84e+014	5.35e+012	3.13e+015	2.55e+010	1.02e+011	3.39e+014	1.50e+018	3.15e+008
0.575	1.54e+009	8.01e+006	1.55e+010	1.48e-223	2.92e+011	6.52e+010	6.50e+010	1.76e+011	1.60e-224	8.85e+014	5.04e+014	5.81e+012	3.24e+015	2.77e+010	1.10e+011	3.39e+014	1.49e+018	6.34e+008
0.580	1.66e+009	9.14e+006	1.71e+010	1.19e-220	3.02e+011	6.98e+010	6.67e+010	1.80e+011	1.22e-221	9.15e+014	5.25e+014	6.32e+012	3.35e+015	3.00e+010	1.18e+011	3.39e+014	1.49e+018	1.01e+009
0.585	1.81e+009	1.04e+007	1.88e+010	9.42e-218	3.12e+011	7.49e+010	6.86e+010	1.84e+011	9.19e-219	9.47e+014	5.48e+014	6.86e+012	3.47e+015	3.24e+010	1.27e+011	3.39e+014	1.48e+018	1.41e+009
0.590	1.97e+009	1.18e+007	2.05e+010	7.34e-215	3.22e+011	8.02e+010	7.05e+010	1.88e+011	6.82e-216	9.80e+014	5.72e+014	7.44e+012	3.59e+015	3.50e+010	1.36e+011	3.39e+014	1.48e+018	1.81e+009
0.595	2.15e+009	1.33e+007	2.24e+010	5.63e-212	3.33e+011	8.59e+010	7.24e+010	1.92e+011	4.99e-213	1.01e+015	5.97e+014	8.07e+012	3.72e+015	3.75e+010	1.45e+011	3.38e+014	1.48e+018	2.22e+009
0.600	2.35e+009	1.50e+007	2.44e+010	4.25e-209	3.43e+011	9.18e+010	7.44e+010	1.97e+011	3.59e-210	1.05e+015	6.23e+014	8.73e+012	3.85e+015	4.01e+010	1.54e+011	3.37e+014	1.47e+018	2.61e+009
0.605	2.58e+009	1.68e+007	2.65e+010	3.15e-206	3.55e+011	9.81e+010	7.64e+010	2.01e+011	2.55e-207	1.09e+015	6.50e+014	9.42e+012	3.99e+015	4.27e+010	1.63e+011	3.36e+014	1.47e+018	2.97e+009
0.610	2.85e+009	1.86e+007	2.86e+010	2.30e-203	3.66e+011	1.05e+011	7.85e+010	2.05e+011	1.78e-204	1.12e+015	6.77e+014	1.01e+013	4.12e+015	4.53e+010	1.72e+011	3.35e+014	1.46e+018	3.30e+009
0.615	3.15e+009	2.07e+007	3.08e+010	1.64e-200	3.77e+011	1.11e+011	8.06e+010	2.10e+011	1.22e-201	1.16e+015	7.06e+014	1.09e+013	4.26e+015	4.79e+010	1.80e+011	3.34e+014	1.46e+018	3.61e+009
0.620	3.48e+009	2.28e+007	3.31e+010	1.16e-197	3.89e+011	1.18e+011	8.26e+010	2.14e+011	8.27e-199	1.20e+015	7.35e+014	1.17e+013	4.41e+015	5.03e+010	1.89e+011	3.32e+014	1.45e+018	3.89e+009
0.625	3.84e+009	2.49e+007	3.53e+010	7.99e-195	4.00e+011	1.25e+011	8.47e+010	2.18e+011	5.51e-196	1.24e+015	7.65e+014	1.25e+013	4.55e+015	5.26e+010	1.96e+011	3.31e+014	1.45e+018	4.13e+009
0.630	4.24e+009	2.72e+007	3.75e+010	5.42e-192	4.12e+011	1.33e+011	8.67e+010	2.22e+011	3.60e-193	1.29e+015	7.95e+014	1.33e+013	4.69e+015	5.47e+010	2.04e+011	3.29e+014	1.44e+018	4.31e+009
0.635	4.67e+009	2.95e+007	3.98e+010	3.60e-189	4.23e+011	1.40e+011	8.87e+010	2.26e+011	2.32e-190	1.33e+015	8.26e+014	1.41e+013	4.84e+015	5.66e+010	2.10e+011	3.27e+014	1.44e+018	4.49e+009
0.640	5.15e+009	3.18e+007	4.20e+010	2.35e-186	4.35e+011	1.47e+011	9.07e+010	2.29e+011	1.47e-187	1.37e+015	8.56e+014	1.49e+013	4.98e+015	5.83e+010	2.16e+011	3.25e+014	1.43e+018	4.60e+009
0.645	5.65e+009	3.40e+007	4.42e+010	1.50e-183	4.46e+011	1.55e+011	9.26e+010	2.33e+011	9.15e-185	1.41e+015	8.86e+014	1.57e+013	5.12e+015	5.97e+010	2.21e+011	3.23e+014	1.43e+018	4.66e+009
0.650	6.21e+009	3.62e+007	4.63e+010	9.44e-181	4.57e+011	1.62e+011	9.44e+010	2.36e+011	5.60e-182	1.45e+015	9.16e+014	1.65e+013	5.27e+015	6.08e+010	2.26e+011	3.21e+014	1.42e+018	4.66e+009
0.655	6.82e+009	3.84e+007	4.83e+010	5.80e-178	4.67e+011	1.69e+011	9.62e+010	2.39e+011	3.37e-179	1.49e+015	9.46e+014	1.73e+013	5.40e+015	6.17e+010	2.29e+011	3.18e+014	1.42e+018	4.63e+009
0.660	7.40e+009	4.05e+007	5.02e+010	3.50e-175	4.77e+011	1.76e+011	9.79e+010	2.42e+011	1.99e-176	1.53e+015	9.75e+014	1.81e+013	5.54e+015	6.21e+010	2.32e+011	3.16e+014	1.42e+018	4.58e+009
0.665	8.01e+009	4.26e+007	5.21e+010	2.06e-172	4.87e+011	1.83e+011	9.95e+010	2.44e+011	1.16e-173	1.57e+015	1.00e+015	1.89e+013	5.67e+015	6.24e+010	2.34e+011	3.14e+014	1.41e+018	4.49e+009
0.670	8.69e+009	4.45e+007	5.39e+010	1.19e-169	4.96e+011	1.90e+011	1.01e+011	2.47e+011	6.61e-171	1.61e+015	1.03e+015	1.96e+013	5.79e+015	6.23e+010	2.35e+011	3.12e+014	1.41e+018	4.35e+009
0.675	9.37e+009	4.63e+007	5.55e+010	6.75e-167	5.05e+011	1.96e+011	1.02e+011	2.49e+011	3.71e-168	1.65e+015	1.06e+015	2.03e+013	5.91e+015	6.21e+010	2.36e+011	3.09e+014	1.40e+018	4.21e+009
0.680	1.00e+010	4.81e+007	5.71e+010	3.74e-164	5.14e+011	2.02e+011	1.04e+011	2.51e+011	2.05e-165	1.69e+015	1.08e+015	2.10e+013	6.03e+015	6.17e+010	2.36e+011	3.07e+014	1.40e+018	4.09e+009
0.685	1.07e+010	4.95e+007	5.86e+010	2.03e-161	5.22e+011	2.08e+011	1.05e+011	2.53e+011	1.11e-162	1.72e+015	1.10e+015	2.17e+013	6.14e+015	6.11e+010	2.35e+011	3.05e+014	1.39e+018	3.94e+009
0.690	1.14e+010	5.07e+007	5.98e+010	1.08e-158	5.29e+011	2.14e+011	1.06e+011	2.54e+011	5.90e-160	1.76e+015	1.13e+015	2.23e+013	6.24e+015	6.05e+010	2.34e+011	3.03e+014	1.39e+018	3.63e+009
0.695	1.20e+010	5.21e+007	6.11e+010	5.62e-156	5.36e+011	2.19e+011	1.07e+011	2.56e+011	3.08e-157	1.79e+015	1.15e+015	2.28e+013	6.33e+015	5.99e+010	2.33e+011	3.01e+014	1.39e+018	3.44e+009
0.700	1.27e+010	5.32e+007	6.22e+010	2.86e-153	5.43e+011	2.24e+011	1.08e+011	2.57e+011	1.58e-154	1.82e+015	1.17e+015	2.33e+013	6.42e+015	5.92e+010	2.31e+011	2.99e+014	1.38e+018	3.24e+009
0.705	1.33e+010	5.41e+007	6.32e+010	1.42e-150	5.49e+011	2.29e+011	1.09e+011	2.58e+011	8.00e-152	1.85e+015	1.19e+015	2.38e+013	6.50e+015	5.86e+010	2.29e+011	2.97e+014	1.38e+018	3.00e+009
0.710	1.38e+010	5.49e+007	6.40e+010	6.95e-148	5.54e+011	2.33e+011	1.10e+011	2.59e+011	3.97e-149	1.87e+015	1.20e+015	2.43e+013	6.57e+015	5.80e+010	2.26e+011	2.96e+014	1.38e+018	2.76e+009
0.715	1.44e+010	5.56e+007	6.48e+010	3.31e-145	5.59e+011	2.36e+011	1.11e+011	2.60e+011	1.93e-146	1.89e+015	1.22e+015	2.47e+013	6.64e+015	5.74e+010	2.24e+011	2.94e+014	1.38e+018	2.55e+009
0.720	1.49e+010	5.61e+007	6.54e+010	1.55e-142	5.64e+011	2.40e+011	1.11e+011	2.61e+011	9.26e-144	1.92e+015	1.23e+015	2.50e+013	6.69e+015	5.74e+010	2.22e+011	2.93e+014	1.37e+018	2.33e+009
0.725	1.53e+010	5.65e+007	6.60e+010	7.07e-140	5.68e+011	2.43e+011	1.12e+011	2.62e+011	4.36e-141	1.93e+015	1.24e+015	2.53e+013	6.74e+015	5.70e+010	2.20e+011	2.92e+014	1.37e+018	2.08e+009
0.730	1.57e+010	5.68e+007	6.64e+010	3.16e-137	5.71e+011	2.45e+011	1.12e+011	2.63e+011	2.02e-138	1.95e+015	1.25e+015	2.56e+013	6.78e+015	5.67e+010	2.18e+011	2.91e+014	1.37e+018	1.88e+009
0.735	1.60e+010	5.69e+007	6.67e+010	1.38e-134	5.73e+011	2.47e+011	1.13e+011	2.63e+011	9.16e-136	1.96e+015	1.26e+015	2.58e+013	6.81e+015	5.66e+010	2.15e+011	2.90e+014	1.37e+018	1.70e+009
0.740	1.63e+010	5.69e+007	6.69e+010	5.92e-132	5.76e+011	2.48e+011	1.13e+011	2.64e+011	4.09e-133	1.97e+015	1.26e+015	2.59e+013	6.83e+015	5.63e+010	2.14e+011	2.89e+014	1.37e+018	1.50e+009
0.745	1.66e+010	5.67e+007	6.69e+010	2.48e-129	5.77e+011	2.49e+011	1.13e+011	2.64e+011	1.79e-130	1.97e+015	1.27e+015	2.60e+013	6.84e+015	5.62e+010	2.12e+011	2.88e+014	1.37e+018	1.31e+009
0.750	1.67e+010	5.65e+007	6.69e+010	1.02e-126	5.78e+011	2.49e+011	1.13e+011	2.64e+011	7.74e-128	1.97e+015	1.27e+015	2.60e+013	6.84e+015	5.61e+010	2.10e+011	2.88e+014	1.37e+018	1.17e+009
0.755	1.69e+010	5.61e+007	6.68e+010	4.08e-124	5.78e+011	2.49e+011	1.13e+011	2.64e+011	3.28e-125	1.97e+015	1.27e+015	2.60e+013	6.83e+015	5.57e+010	2.09e+011	2.88e+014	1.37e+018	1.03e+009
0.760	1.69e+010	5.56e+007	6.65e+010	1.60e-121	5.78e+011	2.48e+011	1.13e+011	2.65e+011	1.37e-122	1.97e+015	1.26e+015	2.59e+013	6.81e+015	5.54e+010	2.08e+011	2.88e+014	1.37e+018	8.76e+008
0.765	1.69e+010	5.50e+007	6.61e+010	6.16e-119	5.76e+011	2.47e+011	1.13e+011	2.65e+011	5.59e-120	1.96e+015	1.26e+015	2.58e+013	6.77e+015	5.51e+010	2.07e+011	2.88e+014	1.37e+018	6.98e+008
0.770	1.69e+010	5.41e+007	6.56e+010	2.32e-116	5.74e+011	2.45e+011	1.13e+011	2.65e+011	2.25e-117	1.94e+015	1.25e+015	2.56e+013	6.73e+015	5.46e+010	2.07e+011	2.89e+014	1.37e+018	4.93e+008
0.775	1.68e+010	5.31e+007	6.49e+010	8.53e-114	5.72e+011	2.42e+011	1.13e+011	2.65e+011	8.89e-115	1.92e+015	1.24e+015	2.53e+013	6.67e+015	5.40e+010	2.06e+011	2.90e+014	1.37e+018	3.25e+008
0.780	1.67e+010	5.20e+007	6.42e+010	3.08e-111	5.69e+011	2.39e+011	1.12e+011	2.64e+011	3.46e-112	1.90e+015	1.23e+015	2.50e+013	6.60e+015	5.33e+010	2.06e+011	2.91e+014	1.38e+018	2.54e+008
0.785	1.65e+010	5.08e+007	6.34e+010	1.09e-108	5.64e+011	2.35e+011	1.12e+011	2.64e+011	1.32e-109	1.87e+015	1.21e+015	2.46e+013	6.51e+015	5.24e+010	2.05e+011	2.92e+014	1.38e+018	2.00e+008
0.790	1.63e+010	4.96e+007	6.23e+010	3.75e-106	5.59e+011	2.30e+011	1.11e+011	2.64e+011	4.95e-107	1.84e+015	1.19e+015	2.41e+013	6.41e+015	5.13e+010	2.05e+011	2.93e+014	1.38e+018	7.70e+007
0.795	1.60e+010	4.78e+007	6.09e+010	1.27e-103	5.52e+011	2.25e+011	1.10e+011	2.63e+011	1.82e-104	1.81e+015	1.17e+015	2.35e+013	6.29e+015	5.01e+010	2.04e+011	2.95e+014	1.39e+018	2.02e+008
0.800	1.56e+010	4.64e+007	5.96e+010	4.21e-101	5.45e+011	2.18e+011	1.09e+011	2.62e+011	6.61e-102	1.77e+015	1.14e+015	2.28e+013	6.16e+015	4.88e+010	2.03e+011	2.96e+014	1.39e+018	1.27e+008
0.805	1.52e+010	4.45e+007	5.78e+010	1.37e-098	5.36e+011	2.11e+011	1.08e+011	2.61e+011	2.35e-099	1.72e+015	1.12e+015	2.21e+013	6.01e+015	4.74e+010	2.01e+011	2.98e+014	1.40e+018	3.58e+008
0.810	1.47e+010	4.17e+007	5.54e+010	4.34e-096	5.26e+011	2.03e+011	1.06e+011	2.59e+011	8.20e-097	1.67e+015	1.08e+015	2.12e+013	5.85e+015	4.61e+010	1.99e+011	3.00e+014	1.40e+018	1.52e+009
0.815	1.43e+010	3.90e+007	5.32e+010	1.35e-093	5.15e+011	1.94e+011	1.05e+011	2.57e+011	2.81e-094	1.62e+015	1.05e+015	2.03e+013	5.67e+015	4.46e+010	1.96e+011	3.02e+014	1.41e+018	1.33e+009
0.820	1.39e+010	3.61e+007	5.09e+010	4.13e-091	5.03e+011	1.84e+011	1.03e+011	2.54e+011	9.44e-092	1.56e+015	1.01e+015	1.93e+013	5.47e+015	4.31e+010	1.92e+011	3.04e+014	1.41e+018	1.44e+009
0.825	1.36e+010	3.31e+007	4.83e+010	1.23e-088	4.88e+011	1.74e+011	1.00e+011	2.51e+011	3.11e-089	1.50e+015	9.69e+014	1.82e+013	5.26e+015	4.15e+010	1.86e+011	3.06e+014	1.42e+018	1.72e+009
0.830	1.34e+010	3.05e+007	4.60e+010	3.61e-086	4.73e+011	1.63e+011	9.73e+010	2.46e+011	1.00e-086	1.44e+015	9.25e+014	1.70e+013	5.04e+015	3.94e+010	1.80e+011	3.07e+014	1.43e+018	1.04e+009
0.835	1.32e+010	2.79e+007	4.33e+010	1.03e-083	4.56e+011	1.51e+011	9.42e+010	2.41e+011	3.18e-084	1.37e+015	8.78e+014	1.57e+013	4.80e+015	3.67e+010	1.72e+011	3.09e+014	1.44e+018	7.14e+008
0.840	1.28e+010	2.58e+007	4.09e+010	2.90e-081	4.38e+011	1.39e+011	9.07e+010	2.36e+011	9.83e-082	1.30e+015	8.29e+014	1.44e+013	4.55e+015	3.35e+010	1.62e+011	3.10e+014	1.45e+018	4.88e+008
0.845	1.21e+010	2.29e+007	3.74e+010	7.95e-079	4.17e+011	1.26e+011	8.68e+010	2.29e+011	2.97e-079	1.22e+015	7.79e+014	1.29e+013	4.29e+015	3.03e+010	1.51e+011	3.10e+014	1.45e+018	1.82e+008
0.850	1.12e+010	1.94e+007	3.33e+010	2.13e-076	3.94e+011	1.13e+011	8.26e+010	2.21e+011	8.76e-077	1.15e+015	7.28e+014	1.15e+013	4.03e+015	2.72e+010	1.38e+011	3.10e+014	1.46e+018	9.39e+008
0.855	1.03e+010	1.57e+007	2.89e+010	5.60e-074	3.71e+011	1.01e+011	7.80e+010	2.13e+011	2.52e-074	1.07e+015	6.77e+014	1.01e+013	3.76e+015	2.47e+010	1.25e+011	3.09e+014	1.47e+018	2.16e+009
